1e-05,2e-06,2e-06,
2e-06,1e-06,2e-06,
2e-06,2e-06,2e-06,
1e-06,2e-06,1e-06,
2e-06,2e-06,1e-06,
1e-06,1e-06,2e-06,
2e-06,2e-06,2e-06,
0,2e-06,2e-06,
2e-06,2e-06,2e-06,
2e-06,2e-06,1e-06,
2e-06,1e-06,2e-06,
1e-06,2e-06,3e-06,
1e-06,2e-06,2e-06,
2e-06,2e-06,2e-06,
2e-06,1e-06,3e-06,
2e-06,2e-06,2e-06,
1e-06,2e-06,2e-06,
2e-06,2e-06,2e-06,
2e-06,1e-06,2e-06,
2e-06,1e-06,4e-06,
2e-06,8e-06,3e-06,
2e-06,2e-06,4e-06,
1e-06,1e-06,2e-06,
1e-06,2e-06,2e-06,
2e-06,2e-06,4e-06,
2e-06,1e-06,3e-06,
2e-06,2e-06,3e-06,
1e-06,2e-06,4e-06,
2e-06,2e-06,2e-06,
2e-06,1e-06,4e-06,
2e-06,2e-06,4e-06,
1e-06,2e-06,4e-06,
2e-06,2e-06,3e-06,
2e-06,2e-06,3e-06,
2e-06,1e-06,4e-06,
1e-06,1e-06,4e-06,
2e-06,1e-06,4e-06,
1e-06,1e-06,4e-06,
1e-06,2e-06,3e-06,
2e-06,1e-06,3e-06,
2e-06,1e-06,4e-06,
2e-06,1e-06,4e-06,
2e-06,2e-06,4e-06,
2e-06,1e-06,4e-06,
2e-06,1e-06,5e-06,
2e-06,2e-06,5e-06,
2e-06,2e-06,3e-06,
2e-06,1e-06,5e-06,
2e-06,1e-06,5e-06,
1e-06,2e-06,5e-06,
2e-06,2e-06,4e-06,
2e-06,2e-06,5e-06,
2e-06,1e-06,5e-06,
2e-06,1e-06,5e-06,
1e-06,1e-06,4e-06,
2e-06,0,6e-06,
2e-06,0,5e-06,
1e-06,2e-06,5e-06,
2e-06,2e-06,5e-06,
2e-06,2e-06,6e-06,
1e-06,2e-06,6e-06,
2e-06,2e-06,5e-06,
2e-06,1e-06,6e-06,
2e-06,1e-06,6e-06,
8e-06,2e-06,5e-06,
2e-06,2e-06,5e-06,
2e-06,1e-06,6e-06,
2e-06,2e-06,5e-06,
2e-06,1e-06,7e-06,
1e-06,2e-06,7e-06,
2e-06,2e-06,5e-06,
2e-06,2e-06,6e-06,
2e-06,0,6e-06,
1e-06,2e-06,7e-06,
1e-06,2e-06,7e-06,
2e-06,2e-06,6e-06,
2e-06,1e-06,6e-06,
1e-06,1e-06,7e-06,
1e-06,2e-06,7e-06,
1e-06,1e-06,7e-06,
2e-06,2e-06,6e-06,
1e-06,1e-06,7e-06,
2e-06,1e-06,7e-06,
1e-06,2e-06,7e-06,
2e-06,2e-06,6e-06,
2e-06,2e-06,7e-06,
1e-06,1e-06,7e-06,
1e-06,2e-06,7e-06,
1e-06,2e-06,6e-06,
2e-06,2e-06,7e-06,
2e-06,1e-06,8e-06,
2e-06,2e-06,7e-06,
1e-06,2e-06,6e-06,
1e-06,2e-06,7e-06,
2e-06,1e-06,8e-06,
2e-06,1e-06,8e-06,
1e-06,2e-06,8e-06,
2e-06,2e-06,7e-06,
2e-06,2e-06,7e-06,
2e-06,1e-06,8e-06,
1e-06,2e-06,8e-06,
0,1e-06,7e-06,
2e-06,2e-06,7e-06,
2e-06,0,8e-06,
2e-06,2e-06,8e-06,
1e-06,2e-06,8e-06,
2e-06,2e-06,8e-06,
2e-06,2e-06,9e-06,
2e-06,1e-06,9e-06,
1e-06,1e-06,9e-06,
1e-06,2e-06,9e-06,
2e-06,2e-06,8e-06,
2e-06,1e-06,9e-06,
1e-06,2e-06,9e-06,
1e-06,2e-06,9e-06,
2e-06,2e-06,8e-06,
1e-06,1e-06,9e-06,
1e-06,1e-06,9e-06,
1e-06,1e-06,9e-06,
2e-06,2e-06,8e-06,
2e-06,0,1e-05,
2e-06,2e-06,9e-06,
1e-06,2e-06,9e-06,
2e-06,2e-06,9e-06,
2e-06,0,9e-06,
1e-06,2e-06,1e-05,
2e-06,2e-06,9e-06,
2e-06,1e-06,1e-05,
0,2e-06,1e-05,
2e-06,1e-06,1e-05,
2e-06,1e-06,1e-05,
1e-06,2e-06,1e-05,
2e-06,2e-06,1e-05,
2e-06,1e-06,1e-05,
2e-06,1e-06,1.1e-05,
1e-06,2e-06,1.1e-05,
2e-06,2e-06,1e-05,
2e-06,1e-06,1.1e-05,
1e-06,2e-06,1.1e-05,
2e-06,2e-06,9e-06,
2e-06,1e-06,1.1e-05,
2e-06,1e-06,1.1e-05,
1e-06,2e-06,1e-05,
2e-06,1e-06,1.1e-05,
2e-06,2e-06,1.1e-05,
1e-06,2e-06,1e-05,
2e-06,1e-06,1.1e-05,
2e-06,2e-06,1.1e-05,
1e-06,2e-06,1.1e-05,
2e-06,1e-06,1.1e-05,
2e-06,2e-06,1.2e-05,
1e-06,2e-06,1.1e-05,
2e-06,2e-06,1.2e-05,
2e-06,1e-06,1.2e-05,
2e-06,2e-06,1.1e-05,
2e-06,1e-06,1.2e-05,
1e-06,1e-06,1.1e-05,
2e-06,0,1.2e-05,
1e-06,2e-06,1.1e-05,
2e-06,1e-06,1.2e-05,
2e-06,2e-06,1.3e-05,
1e-06,2e-06,1.3e-05,
2e-06,2e-06,1.2e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.3e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.3e-05,
2e-06,2e-06,1.3e-05,
2e-06,2e-06,1.3e-05,
2e-06,2e-06,1.3e-05,
2e-06,2e-06,1.3e-05,
1e-06,2e-06,1.4e-05,
2e-06,2e-06,1.4e-05,
1e-06,2e-06,1.3e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.9e-05,
2e-06,0,1.5e-05,
1e-06,2e-06,2.3e-05,
2e-06,2e-06,1.3e-05,
2e-06,1e-06,1.4e-05,
1e-06,2e-06,1.3e-05,
2e-06,1e-06,1.2e-05,
2e-06,1e-06,1.4e-05,
2e-06,1e-06,1.3e-05,
1e-06,2e-06,1.3e-05,
2e-06,2e-06,1.4e-05,
2e-06,1e-06,1.4e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.7e-05,
2e-06,2e-06,1.4e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.3e-05,
1e-06,1e-06,1.5e-05,
2e-06,1e-06,1.5e-05,
1e-06,2e-06,1.4e-05,
2e-06,1e-06,1.6e-05,
2e-06,2e-06,1.6e-05,
1e-06,2e-06,1.5e-05,
2e-06,0,1.6e-05,
2e-06,2e-06,1.6e-05,
2e-06,2e-06,1.5e-05,
2e-06,0,1.5e-05,
1e-06,2e-06,2.2e-05,
2e-06,1e-06,1.7e-05,
2e-06,1e-06,1.5e-05,
2e-06,2e-06,1.5e-05,
2e-06,2e-06,1.4e-05,
2e-06,1e-06,1.6e-05,
2e-06,1e-06,1.6e-05,
2e-06,2e-06,1.5e-05,
2e-06,1e-06,1.6e-05,
1e-06,2e-06,1.5e-05,
2e-06,2e-06,1.5e-05,
2e-06,1e-06,2.9e-05,
2e-06,2e-06,1.6e-05,
2e-06,2e-06,1.7e-05,
2e-06,1e-06,1.5e-05,
2e-06,2e-06,1.6e-05,
1e-06,2e-06,1.5e-05,
2e-06,1e-06,1.6e-05,
0,2e-06,1.6e-05,
2e-06,2e-06,1.6e-05,
1e-06,2e-06,1.7e-05,
2e-06,2e-06,1.6e-05,
2e-06,1e-06,1.7e-05,
1e-06,2e-06,1.7e-05,
2e-06,2e-06,1.7e-05,
